,Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price,Make,Model,Car_Age
269,Range Rover Sport Svr,Automatic,5000.0,Kenyan Used,2016,13499999.0,Range Rover,Sport Svr,8
270,Bentley Bentayga,Automatic,6000.0,Kenyan Used,2017,26999999.0,Bentley,Bentayga,7
271,Mazda Bongo,Automatic,2000.0,Kenyan Used,2010,599999.0,Mazda,Bongo,14
272,Nissan Note,Automatic,1200.0,Kenyan Used,2015,1099999.0,Nissan,Note,9
273,Subaru Forester,Automatic,2500.0,Foreign Used,2018,3899999.0,Subaru,Forester,6
274,Audi Q5,Automatic,2000.0,Foreign Used,2017,5399999.0,Audi,Q5,7
275,Porsche Cayenne,Automatic,3000.0,Kenyan Used,2015,5999999.0,Porsche,Cayenne,9
276,Mercedes Benz Benz Benz Gle350D,Automatic,3000.0,Foreign Used,2017,8499999.0,Mercedes Benz,Benz Benz Gle350D,7
277,Audi S3,Automatic,2000.0,Foreign Used,2017,3449999.0,Audi,S3,7
278,Mercedes Benz Benz Benz E220D,Automatic,2200.0,Foreign Used,2017,4749999.0,Mercedes Benz,Benz Benz E220D,7
279,Toyota Premio,Automatic,1800.0,Foreign Used,2018,2299999.0,Toyota,Premio,6
280,Audi Q3,Automatic,2000.0,Foreign Used,2017,3333444.0,Audi,Q3,7
281,Subaru Xv,Automatic,2000.0,Foreign Used,2017,2412000.0,Subaru,Xv,7
282,Mazda Axela,Manual,1500.0,Foreign Used,2017,2276780.0,Mazda,Axela,7
283,Volkswagen Golf,Automatic,1400.0,Foreign Used,2017,2389000.0,Volkswagen,Golf,7
284,Bmw X7,Automatic,4400.0,Foreign Used,2020,15300000.0,Bmw,X7,4
285,Nissan Xtrail,Automatic,2000.0,Foreign Used,2017,2330050.0,Nissan,Xtrail,7
286,Audi A5,Automatic,2000.0,Foreign Used,2017,4333080.0,Audi,A5,7
287,Suzuki Jimny,Automatic,1300.0,Foreign Used,2017,2345000.0,Suzuki,Jimny,7
288,Audi Rsq8,Automatic,4000.0,Foreign Used,2022,33688074.0,Audi,Rsq8,2
289,Lamborghini Urus,Automatic,4000.0,Foreign Used,2021,62659000.0,Lamborghini,Urus,3
290,Subaru Forester Xt,Automatic,2000.0,Foreign Used,2017,3321000.0,Subaru,Forester Xt,7
291,Mercedes Benz Benz Benz Gls350D,Automatic,3000.0,Foreign Used,2017,11499999.0,Mercedes Benz,Benz Benz Gls350D,7
292,Porsche Cayenne,Automatic,3600.0,Kenyan Used,2016,4799999.0,Porsche,Cayenne,8
293,Mazda Cx5,Automatic,2200.0,Foreign Used,2017,3564461.0,Mazda,Cx5,7
294,Mazda Cx5,Automatic,2500.0,Foreign Used,2017,3181000.0,Mazda,Cx5,7
295,Jaguar Xj,Automatic,3000.0,Foreign Used,2017,8230000.0,Jaguar,Xj,7
296,Mercedes Benz Benz Benz S300H,Automatic,2200.0,Foreign Used,2017,6745000.0,Mercedes Benz,Benz Benz S300H,7
297,Mini Clubman,Automatic,2000.0,Foreign Used,2017,1989000.0,Mini,Clubman,7
298,Audi A6,Automatic,3000.0,Foreign Used,2017,4499999.0,Audi,A6,7
299,Audi A6,Automatic,2000.0,Foreign Used,2017,3600000.0,Audi,A6,7
300,Nissan Gtr,Automatic,3800.0,Foreign Used,2020,20668140.0,Nissan,Gtr,4
301,Range Rover Vogue,Automatic,3000.0,Foreign Used,2019,13334700.0,Range Rover,Vogue,5
302,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2018,5985000.0,Mercedes Benz,Benz Benz Glc 250,6
303,Bmw X5,Automatic,3000.0,Kenyan Used,2015,4499999.0,Bmw,X5,9
304,Subaru Wrx S4,Automatic,2000.0,Kenyan Used,2016,3499999.0,Subaru,Wrx S4,8
305,Mitsubishi Pajero,Automatic,2800.0,Kenyan Used,1999,899999.0,Mitsubishi,Pajero,25
306,Subaru Levorg,Automatic,2000.0,Kenyan Used,2017,2499999.0,Subaru,Levorg,7
307,Nissan March,Automatic,1200.0,Kenyan Used,2011,549999.0,Nissan,March,13
308,Mercedes Benz Benz Benz S280,Automatic,2800.0,Kenyan Used,2003,1249999.0,Mercedes Benz,Benz Benz S280,21
309,Mitsubishi Outlander,Automatic,2300.0,Kenyan Used,2015,2549999.0,Mitsubishi,Outlander,9
310,Toyota Harrier,Automatic,2000.0,Kenyan Used,2017,3499999.0,Toyota,Harrier,7
311,Toyota Wish,Automatic,1800.0,Kenyan Used,2005,629999.0,Toyota,Wish,19
312,Toyota Hilux,Automatic,3000.0,Kenyan Used,2007,1899999.0,Toyota,Hilux,17
313,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2018,6479369.0,Mercedes Benz,Benz Benz Glc 250,6
314,Porsche Macan,Automatic,2000.0,Foreign Used,2017,5799000.0,Porsche,Macan,7
315,Porsche Macan S,Automatic,3000.0,Foreign Used,2017,7215000.0,Porsche,Macan S,7
316,Porsche Macan Gts,Automatic,3000.0,Foreign Used,2017,8100600.0,Porsche,Macan Gts,7
317,Subaru Impreza,Automatic,1500.0,Kenyan Used,2008,829999.0,Subaru,Impreza,16
318,Peugeot  308,Automatic,1200.0,Foreign Used,2017,1949999.0,Peugeot, 308,7
319,Toyota Probox,Automatic,1500.0,Foreign Used,2017,1349999.0,Toyota,Probox,7
320,Mazda Atenza,Automatic,2200.0,Kenyan Used,2015,1749999.0,Mazda,Atenza,9
321,Mercedes Benz Benz Benz Glc 220D,Automatic,2200.0,Foreign Used,2017,5899999.0,Mercedes Benz,Benz Benz Glc 220D,7
322,Ford Ranger,Manual,3200.0,Kenyan Used,2016,4799999.0,Ford,Ranger,8
323,Jaguar E Type,Automatic,2000.0,Foreign Used,2020,6099999.0,Jaguar,E Type,4
324,Jaguar Xj,Automatic,3000.0,Foreign Used,2017,8350000.0,Jaguar,Xj,7
325,Jaguar F Pace,Automatic,5000.0,Foreign Used,2020,14100000.0,Jaguar,F Pace,4
326,Mercedes Benz Benz Benz B180,Automatic,1600.0,Foreign Used,2017,1987000.0,Mercedes Benz,Benz Benz B180,7
327,Ford Mustang,Automatic,2300.0,Foreign Used,2017,7556000.0,Ford,Mustang,7
328,Toyota Probox,Automatic,1500.0,Foreign Used,2018,1349999.0,Toyota,Probox,6
329,Toyota Landcruiser,Automatic,3300.0,Foreign Used,2023,18404000.0,Toyota,Landcruiser,1
330,Toyota Mark X,Automatic,2500.0,Foreign Used,2017,2498000.0,Toyota,Mark X,7
331,Toyota Landcruiser,Automatic,3300.0,Foreign Used,2023,16715000.0,Toyota,Landcruiser,1
332,Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2017,3530000.0,Volkswagen,Tiguan,7
333,Toyota Fj Cruiser,Automatic,4000.0,Foreign Used,2017,4695000.0,Toyota,Fj Cruiser,7
334,Bentley Bentayga,Automatic,6000.0,Foreign Used,2018,21674000.0,Bentley,Bentayga,6
335,Volkswagen Touareg,Automatic,3000.0,Foreign Used,2023,16400000.0,Volkswagen,Touareg,1
336,Volkswagen Touareg,Automatic,3000.0,Foreign Used,2023,14300000.0,Volkswagen,Touareg,1
337,Toyota Starlet,Automatic,1400.0,Kenyan Used,2021,2399999.0,Toyota,Starlet,3
338,Mazda Cx5,Automatic,2200.0,Kenyan Used,2014,1599999.0,Mazda,Cx5,10
339,Toyota Ist,Automatic,1300.0,Kenyan Used,2003,499999.0,Toyota,Ist,21
340,Bmw 116I,Automatic,1600.0,Kenyan Used,2014,1349999.0,Bmw,116I,10
341,Toyota Landcruiser Prado,Automatic,3000.0,Kenyan Used,2008,2679999.0,Toyota,Landcruiser Prado,16
342,Mazda Demio,Automatic,1300.0,Kenyan Used,2012,689999.0,Mazda,Demio,12
343,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2014,1849999.0,Nissan,Xtrail,10
344,Bmw X1,Automatic,2000.0,Kenyan Used,2014,1799999.0,Bmw,X1,10
345,Toyota Mark X,Automatic,2500.0,Kenyan Used,2013,1349999.0,Toyota,Mark X,11
346,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2015,3899999.0,Mercedes Benz,Benz Benz C200,9
347,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2015,1899999.0,Nissan,Xtrail,9
348,Honda Vezel,Automatic,1500.0,Kenyan Used,2015,1949999.0,Honda,Vezel,9
349,Mercedes Benz Benz Benz S400,Automatic,3000.0,Foreign Used,2017,7399900.0,Mercedes Benz,Benz Benz S400,7
350,Nissan Note,Manual,1600.0,Foreign Used,2017,1569000.0,Nissan,Note,7
351,Audi Sq5,Automatic,3000.0,Foreign Used,2019,6450000.0,Audi,Sq5,5
352,Honda Vezel,Automatic,1500.0,Foreign Used,2017,2690000.0,Honda,Vezel,7
353,Mercedes Benz Benz Benz C180,Automatic,1600.0,Foreign Used,2017,4544953.0,Mercedes Benz,Benz Benz C180,7
354,Mercedes Benz Benz Benz C180,Automatic,1600.0,Foreign Used,2018,4450000.0,Mercedes Benz,Benz Benz C180,6
355,Range Rover Sport,Automatic,5000.0,Foreign Used,2017,13891979.0,Range Rover,Sport,7
356,Audi Q5,Automatic,2000.0,Foreign Used,2020,8078045.0,Audi,Q5,4
357,Audi Q5,Automatic,2000.0,Foreign Used,2019,6765000.0,Audi,Q5,5
358,Jeep Wrangler,Automatic,2200.0,Foreign Used,2021,8747500.0,Jeep,Wrangler,3
359,Toyota Landcruiser Prado,Automatic,2800.0,Foreign Used,2019,8999999.0,Toyota,Landcruiser Prado,5
360,Mazda Cx5,Automatic,2200.0,Foreign Used,2019,3883000.0,Mazda,Cx5,5
361,Mazda Cx5,Automatic,2200.0,Foreign Used,2017,3487000.0,Mazda,Cx5,7
362,Mitsubishi Outlander,Automatic,2000.0,Foreign Used,2017,3485000.0,Mitsubishi,Outlander,7
363,Mercedes Benz Benz Benz A180,Automatic,1600.0,Foreign Used,2017,2599999.0,Mercedes Benz,Benz Benz A180,7
364,Honda Crv,Automatic,2000.0,Foreign Used,2018,4070000.0,Honda,Crv,6
365,Honda Crv,Automatic,2000.0,Foreign Used,2018,3980000.0,Honda,Crv,6
366,Suzuki Escudo,Automatic,1400.0,Foreign Used,2017,2980000.0,Suzuki,Escudo,7
367,Mazda Cx5,Automatic,2500.0,Foreign Used,2018,3470500.0,Mazda,Cx5,6
368,Bmw 320I,Automatic,2000.0,Foreign Used,2017,2820000.0,Bmw,320I,7
369,Volkswagen Arteon,Automatic,2000.0,Foreign Used,2017,4486000.0,Volkswagen,Arteon,7
370,Honda Vezel,Automatic,1500.0,Foreign Used,2017,2694000.0,Honda,Vezel,7
371,Mazda Axela,Automatic,1500.0,Foreign Used,2017,2311000.0,Mazda,Axela,7
372,Toyota Landcruiser Zx,Automatic,4600.0,Kenyan Used,2011,4599999.0,Toyota,Landcruiser Zx,13
373,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2005,749999.0,Nissan,Xtrail,19
374,Mercedes Benz Benz Benz E300,Automatic,2000.0,Foreign Used,2017,5740000.0,Mercedes Benz,Benz Benz E300,7
375,Toyota Axio,Automatic,1500.0,Kenyan Used,2010,799999.0,Toyota,Axio,14
376,Mazda Cx5,Automatic,2500.0,Foreign Used,2017,3345500.0,Mazda,Cx5,7
377,Mazda Demio,Automatic,1300.0,Kenyan Used,2012,749999.0,Mazda,Demio,12
378,Mazda Cx5,Automatic,2200.0,Kenyan Used,2013,1699999.0,Mazda,Cx5,11
379,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2011,1849999.0,Mercedes Benz,Benz Benz C200,13
380,Toyota Vitz,Automatic,1300.0,Kenyan Used,2016,1239999.0,Toyota,Vitz,8
381,Mazda Demio,Automatic,1500.0,Foreign Used,2018,1450000.0,Mazda,Demio,6
382,Volvo V40,Automatic,1600.0,Kenyan Used,2014,1399999.0,Volvo,V40,10
383,Peugeot 2008,Automatic,1200.0,Foreign Used,2018,2149999.0,Peugeot,2008,6
384,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2016,4299999.0,Mercedes Benz,Benz Benz C200,8
385,Mercedes Benz Benz Benz Gls 400D,Automatic,2900.0,Foreign Used,2020,16264500.0,Mercedes Benz,Benz Benz Gls 400D,4
386,Toyota Hilux,Manual,2800.0,Foreign Used,2018,6699999.0,Toyota,Hilux,6
387,Audi A4,Automatic,2000.0,Kenyan Used,2015,2099999.0,Audi,A4,9
388,Bmw X7,Automatic,4400.0,Foreign Used,2020,15940000.0,Bmw,X7,4
389,Bmw X7,Automatic,4400.0,Foreign Used,2020,14880000.0,Bmw,X7,4
390,Range Rover Sport,Automatic,3000.0,Foreign Used,2018,13333333.0,Range Rover,Sport,6
391,Lexus Lx 570,Automatic,5700.0,Foreign Used,2017,12422000.0,Lexus,Lx 570,7
392,Toyota Landcruiser,Automatic,4000.0,Foreign Used,2017,9659000.0,Toyota,Landcruiser,7
393,Audi Q7,Automatic,3000.0,Foreign Used,2017,6780000.0,Audi,Q7,7
394,Mercedes Benz Benz Benz Gle 350D,Automatic,3000.0,Foreign Used,2017,6499000.0,Mercedes Benz,Benz Benz Gle 350D,7
395,Lexus Rx450H,Automatic,3500.0,Foreign Used,2017,6678000.0,Lexus,Rx450H,7
396,Porsche Macan,Automatic,2000.0,Foreign Used,2017,6854000.0,Porsche,Macan,7
397,Toyota Crown,Automatic,2000.0,Foreign Used,2018,4860600.0,Toyota,Crown,6
398,Peugeot 3008,Automatic,1600.0,Foreign Used,2017,3499000.0,Peugeot,3008,7
399,Mercedes Benz Benz Benz E200,Automatic,2000.0,Kenyan Used,2000,699999.0,Mercedes Benz,Benz Benz E200,24
400,Subaru Xv,Automatic,2000.0,Foreign Used,2017,2392000.0,Subaru,Xv,7
401,Volkswagen Golf,Automatic,1400.0,Foreign Used,2018,2412000.0,Volkswagen,Golf,6
402,Mercedes Benz Benz Benz B180,Automatic,1600.0,Kenyan Used,2014,1399999.0,Mercedes Benz,Benz Benz B180,10
403,Bmw 118D,Automatic,2000.0,Foreign Used,2017,2393000.0,Bmw,118D,7
404,Land Rover Discovery Iv,Automatic,3000.0,Kenyan Used,2010,3099999.0,Land Rover,Discovery Iv,14
405,Peugeot 2008,Automatic,1200.0,Foreign Used,2017,2099999.0,Peugeot,2008,7
406,Peugeot 308,Automatic,1200.0,Foreign Used,2017,1770000.0,Peugeot,308,7
407,Honda Fit,Automatic,1500.0,Foreign Used,2017,1533000.0,Honda,Fit,7
408,Toyota Vitz,Automatic,1000.0,Foreign Used,2017,1292000.0,Toyota,Vitz,7
409,Audi Tt Rs,Automatic,2500.0,Foreign Used,2017,6880000.0,Audi,Tt Rs,7
410,Nissan Gtr,Automatic,3800.0,Foreign Used,2017,14550000.0,Nissan,Gtr,7
411,Volkswagen Touareg,Automatic,3000.0,Foreign Used,2019,8321000.0,Volkswagen,Touareg,5
412,Audi A8,Automatic,4000.0,Foreign Used,2017,5684000.0,Audi,A8,7
413,Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2017,3830000.0,Volkswagen,Tiguan,7
414,Porsche Cayenne S,Automatic,2900.0,Kenyan Used,2019,12999999.0,Porsche,Cayenne S,5
415,Nissan Tiida,Automatic,1500.0,Kenyan Used,2012,719999.0,Nissan,Tiida,12
416,Toyota Prius,Automatic,1800.0,Foreign Used,2017,2378000.0,Toyota,Prius,7
417,Nissan Juke,Automatic,1500.0,Foreign Used,2016,1849999.0,Nissan,Juke,8
418,Mitsubishi Outlander,Automatic,2400.0,Foreign Used,2016,3299999.0,Mitsubishi,Outlander,8
419,Mazda Cx5,Automatic,2200.0,Kenyan Used,2013,1599999.0,Mazda,Cx5,11
420,Nissan Xtrail,Automatic,2500.0,Kenyan Used,2006,729999.0,Nissan,Xtrail,18
421,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2018,6460000.0,Mercedes Benz,Benz Benz Glc 250,6
422,Toyota Hiace,Automatic,3000.0,Foreign Used,2017,5670000.0,Toyota,Hiace,7
423,Audi S3,Automatic,2000.0,Foreign Used,2017,4410000.0,Audi,S3,7
424,Audi Q5,Automatic,2000.0,Foreign Used,2017,4450000.0,Audi,Q5,7
425,Subaru Outback,Automatic,2500.0,Foreign Used,2017,3154000.0,Subaru,Outback,7
426,Audi Sq5,Automatic,3000.0,Foreign Used,2022,10791946.0,Audi,Sq5,2
427,Audi Sq5,Automatic,3000.0,Foreign Used,2022,11121946.0,Audi,Sq5,2
428,Audi Sq5,Automatic,3000.0,Foreign Used,2022,10241946.0,Audi,Sq5,2
429,Volkswagen Golf Tsi,Automatic,1400.0,Kenyan Used,2012,999999.0,Volkswagen,Golf Tsi,12
430,Mercedes Benz Benz Benz E250,Automatic,2000.0,Kenyan Used,2012,2199999.0,Mercedes Benz,Benz Benz E250,12
431,Mercedes Benz Benz Benz E400,Automatic,3000.0,Kenyan Used,2017,5999999.0,Mercedes Benz,Benz Benz E400,7
432,Audi A7,Automatic,2000.0,Foreign Used,2018,4530000.0,Audi,A7,6
433,Bmw 523I,Automatic,2000.0,Foreign Used,2017,3380000.0,Bmw,523I,7
434,Suzuki Ignis,Automatic,1200.0,Kenyan Used,2016,1279999.0,Suzuki,Ignis,8
435,Bmw X4,Automatic,3000.0,Foreign Used,2018,8362000.0,Bmw,X4,6
436,Volkswagen Arteon,Automatic,2000.0,Foreign Used,2018,4480000.0,Volkswagen,Arteon,6
437,Audi A3,Automatic,1400.0,Foreign Used,2017,2499999.0,Audi,A3,7
438,Toyota Surf,Automatic,2700.0,Kenyan Used,2009,1999999.0,Toyota,Surf,15
439,Audi A6,Automatic,2000.0,Foreign Used,2017,3250400.0,Audi,A6,7
440,Toyota Chr,Automatic,1800.0,Foreign Used,2017,3286000.0,Toyota,Chr,7
441,Mercedes Benz Benz Benz Gle 400D,Automatic,2900.0,Foreign Used,2020,17503600.0,Mercedes Benz,Benz Benz Gle 400D,4
442,Toyota Mark X,Automatic,2500.0,Foreign Used,2017,2345000.0,Toyota,Mark X,7
443,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2017,5892000.0,Mercedes Benz,Benz Benz Glc 250,7
444,Ford Ranger,Automatic,3000.0,Foreign Used,2024,16439000.0,Ford,Ranger,0
445,Bmw X6,Automatic,3000.0,Kenyan Used,2008,2499999.0,Bmw,X6,16
446,Audi A7,Automatic,2000.0,Foreign Used,2017,4449999.0,Audi,A7,7
447,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2014,2899999.0,Mercedes Benz,Benz Benz C200,10
448,Volvo Xc90,Automatic,2000.0,Foreign Used,2019,8750000.0,Volvo,Xc90,5
449,Mercedes Benz Benz Benz Gle 350D,Automatic,3000.0,Foreign Used,2017,7548000.0,Mercedes Benz,Benz Benz Gle 350D,7
450,Mercedes Benz Benz Benz Gle 350D,Automatic,3000.0,Foreign Used,2017,7068000.0,Mercedes Benz,Benz Benz Gle 350D,7
451,Volvo S90,Automatic,2000.0,Foreign Used,2017,4289000.0,Volvo,S90,7
452,Mercedes Benz Benz Benz Gle 63S,Automatic,5500.0,Foreign Used,2019,16860000.0,Mercedes Benz,Benz Benz Gle 63S,5
453,Mercedes Benz Benz Benz Glc 63S,Automatic,4000.0,Foreign Used,2019,12680000.0,Mercedes Benz,Benz Benz Glc 63S,5
454,Mercedes Benz Benz Benz Gle 63S,Automatic,4000.0,Foreign Used,2021,23550000.0,Mercedes Benz,Benz Benz Gle 63S,3
455,Mercedes Benz Benz Benz Gls350D,Automatic,3000.0,Foreign Used,2017,8200000.0,Mercedes Benz,Benz Benz Gls350D,7
456,Audi Sq5,Automatic,3000.0,Foreign Used,2019,6605000.0,Audi,Sq5,5
457,Toyota Fj Cruiser,Automatic,4000.0,Foreign Used,2017,4720000.0,Toyota,Fj Cruiser,7
458,Volkswagen Bettle,Automatic,1200.0,Foreign Used,2017,1745000.0,Volkswagen,Bettle,7
459,Volkswagen Golf Gti,Automatic,2000.0,Foreign Used,2017,3510000.0,Volkswagen,Golf Gti,7
460,Volvo Xc90,Automatic,2000.0,Foreign Used,2019,6875000.0,Volvo,Xc90,5
461,Volvo V60,Automatic,2000.0,Foreign Used,2018,3799999.0,Volvo,V60,6
462,Volvo V40,Automatic,2000.0,Foreign Used,2017,2999999.0,Volvo,V40,7
463,Volkswagen Golf Tsi,Automatic,1200.0,Foreign Used,2018,1999999.0,Volkswagen,Golf Tsi,6
464,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2018,5234000.0,Mercedes Benz,Benz Benz Glc 250,6
465,Mercedes Benz Benz S550,Automatic,4700.0,Kenyan Used,2016,8499999.0,Mercedes Benz,Benz S550,8
466,Mazda Cx3,Automatic,2000.0,Foreign Used,2018,2483000.0,Mazda,Cx3,6
467,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2017,3693000.0,Mercedes Benz,Benz Benz C200,7
468,Mazda Cx30D,Automatic,1800.0,Foreign Used,2017,3599000.0,Mazda,Cx30D,7
469,Subaru Outback,Automatic,2500.0,Foreign Used,2018,3780000.0,Subaru,Outback,6
470,Toyota Auris,Automatic,1500.0,Foreign Used,2018,1980000.0,Toyota,Auris,6
471,Porsche Cayenne Turbo,Automatic,4000.0,Foreign Used,2018,15131256.0,Porsche,Cayenne Turbo,6
472,Porsche Cayenne,Automatic,3600.0,Foreign Used,2018,7285482.0,Porsche,Cayenne,6
473,Porsche Cayenne S,Automatic,2900.0,Foreign Used,2017,10057532.0,Porsche,Cayenne S,7
474,Hyundai Tucson,Automatic,1600.0,Foreign Used,2022,7400000.0,Hyundai,Tucson,2
475,Honda Crv,Automatic,2400.0,Kenyan Used,2008,1499999.0,Honda,Crv,16
476,Honda Jade,Automatic,1800.0,Kenyan Used,2016,2049999.0,Honda,Jade,8
477,Nissan Note,Automatic,1200.0,Kenyan Used,2014,849999.0,Nissan,Note,10
478,Volkswagen Golf Variant,Automatic,1400.0,Foreign Used,2017,2299999.0,Volkswagen,Golf Variant,7
479,Bmw 320I,Automatic,2000.0,Kenyan Used,2008,899999.0,Bmw,320I,16
480,Honda Fit,Automatic,1300.0,Kenyan Used,2014,1049999.0,Honda,Fit,10
481,Subaru Impreza,Automatic,2000.0,Kenyan Used,2008,899999.0,Subaru,Impreza,16
482,Mazda Axela,Automatic,1500.0,Kenyan Used,2016,1749999.0,Mazda,Axela,8
483,Suzuki Alto,Automatic,660.0,Kenyan Used,2016,849999.0,Suzuki,Alto,8
484,Jaguar F Pace,Automatic,5000.0,Foreign Used,2020,13599999.0,Jaguar,F Pace,4
485,Range Rover Velar,Automatic,2000.0,Foreign Used,2020,10099999.0,Range Rover,Velar,4
486,Range Rover Sport,Automatic,5000.0,Foreign Used,2020,17000000.0,Range Rover,Sport,4
487,Audi Q5,Automatic,2000.0,Foreign Used,2018,4530000.0,Audi,Q5,6
488,Range Rover Sport,Automatic,5000.0,Foreign Used,2020,19650000.0,Range Rover,Sport,4
489,Land Rover Defender 110,Automatic,2000.0,Foreign Used,2020,14500000.0,Land Rover,Defender 110,4
490,Porsche Cayenne,Automatic,3000.0,Foreign Used,2020,13799999.0,Porsche,Cayenne,4
491,Porsche Cayenne,Automatic,3000.0,Foreign Used,2019,8288817.0,Porsche,Cayenne,5
492,Mazda Atenza,Automatic,2200.0,Foreign Used,2017,2549999.0,Mazda,Atenza,7
493,Volkswagen Golf Tsi,Automatic,1200.0,Kenyan Used,2014,1329999.0,Volkswagen,Golf Tsi,10
494,Volvo Xc60,Automatic,2000.0,Kenyan Used,2011,1999999.0,Volvo,Xc60,13
495,Mazda Demio,Automatic,1300.0,Kenyan Used,2016,1099999.0,Mazda,Demio,8
496,Suzuki Alto,Automatic,660.0,Foreign Used,2017,880000.0,Suzuki,Alto,7
497,Daihatsu Mira,Automatic,660.0,Foreign Used,2017,865000.0,Daihatsu,Mira,7
498,Land Rover Discovery Sport,Automatic,2000.0,Foreign Used,2019,7100000.0,Land Rover,Discovery Sport,5
499,Land Rover Defender 110,Automatic,2000.0,Foreign Used,2020,14700000.0,Land Rover,Defender 110,4
500,Range Rover Sport,Automatic,3000.0,Foreign Used,2018,11300000.0,Range Rover,Sport,6
501,Nissan Juke,Automatic,1500.0,Foreign Used,2017,1845000.0,Nissan,Juke,7
502,Mitsubishi Rvr,Automatic,1800.0,Foreign Used,2017,2600000.0,Mitsubishi,Rvr,7
503,Nissan Serena,Automatic,2000.0,Foreign Used,2019,2350000.0,Nissan,Serena,5
504,Nissan Sylphy,Automatic,1800.0,Foreign Used,2017,1900000.0,Nissan,Sylphy,7
505,Toyota Landcruiser,Automatic,4500.0,Foreign Used,2017,13540000.0,Toyota,Landcruiser,7
506,Nissan Teana Xl,Automatic,2500.0,Foreign Used,2019,2000000.0,Nissan,Teana Xl,5
507,Audi A4,Automatic,2000.0,Foreign Used,2017,3294000.0,Audi,A4,7
508,Hyundai Santa Fe,Automatic,2200.0,Foreign Used,2017,4230000.0,Hyundai,Santa Fe,7
509,Audi Sq5,Automatic,3000.0,Foreign Used,2018,6580000.0,Audi,Sq5,6
510,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2018,4815000.0,Mercedes Benz,Benz Benz Glc 250,6
511,Toyota Landcruiser 76 Series,Manual,4500.0,Foreign Used,2017,8498100.0,Toyota,Landcruiser 76 Series,7
512,Mazda Cx8,Automatic,2200.0,Foreign Used,2017,3718000.0,Mazda,Cx8,7
513,Mazda Demio,Automatic,1500.0,Foreign Used,2017,1289000.0,Mazda,Demio,7
514,Nissan Xtrail,Automatic,2000.0,Foreign Used,2017,2586080.0,Nissan,Xtrail,7
515,Mercedes Benz Benz Benz C63S,Automatic,4000.0,Foreign Used,2017,11465000.0,Mercedes Benz,Benz Benz C63S,7
516,Toyota Axio,Automatic,1500.0,Kenyan Used,2007,699999.0,Toyota,Axio,17
517,Audi Q5,Automatic,2000.0,Foreign Used,2018,5500000.0,Audi,Q5,6
518,Subaru Forester,Automatic,2000.0,Foreign Used,2019,4899999.0,Subaru,Forester,5
519,Lexus Rx450H,Automatic,3500.0,Foreign Used,2017,5998700.0,Lexus,Rx450H,7
520,Subaru Forester,Automatic,2000.0,Kenyan Used,2016,2799999.0,Subaru,Forester,8
521,Toyota Mark X,Automatic,2500.0,Kenyan Used,2013,1499999.0,Toyota,Mark X,11
522,Toyota Allion,Automatic,1800.0,Kenyan Used,2014,1379999.0,Toyota,Allion,10
523,Toyota Probox,Automatic,1500.0,Foreign Used,2018,1595000.0,Toyota,Probox,6
524,Toyota Probox,Automatic,1300.0,Foreign Used,2018,1399999.0,Toyota,Probox,6
525,Mercedes Benz Benz Benz Gle 350D,Automatic,3000.0,Foreign Used,2017,6699999.0,Mercedes Benz,Benz Benz Gle 350D,7
526,Mercedes Benz Benz Benz Cla 180,Automatic,1600.0,Foreign Used,2017,3550000.0,Mercedes Benz,Benz Benz Cla 180,7
527,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2017,3540000.0,Mercedes Benz,Benz Benz C200,7
528,Mercedes Benz Benz Benz Gla 180,Automatic,1600.0,Foreign Used,2017,3550000.0,Mercedes Benz,Benz Benz Gla 180,7
529,Volvo S90,Automatic,2000.0,Foreign Used,2017,4250000.0,Volvo,S90,7
530,Audi S3,Automatic,2000.0,Foreign Used,2017,4271000.0,Audi,S3,7
531,Mercedes Benz Benz Benz B180,Automatic,1600.0,Foreign Used,2016,2499999.0,Mercedes Benz,Benz Benz B180,8
532,Toyota Vellfire,Automatic,2500.0,Foreign Used,2017,3666000.0,Toyota,Vellfire,7
533,Volkswagen Golf,Automatic,1400.0,Foreign Used,2017,2385000.0,Volkswagen,Golf,7
534,Isuzu Dmax,Automatic,2000.0,Foreign Used,2018,5199999.0,Isuzu,Dmax,6
